suite,task,task_family,problem_type,optimizer,seed,device,hyperparameters,final_train_loss,final_val_loss,final_val_accuracy,best_val_loss,best_val_accuracy,steps_to_target_loss,steps_to_target_accuracy,convergence_speed,loss_variance,gradient_norm_variance,update_norm_variance,gradient_norm_stability,update_norm_stability,training_stability,generalization_gap,runtime_seconds,runtime_per_step_ms,peak_memory_mb,optimizer_state_mb,diverged,trace_path,num_parameters,mean_oscillation_score,mean_energy_drift,mean_relative_energy_drift,mean_normalized_total_energy,mean_kinetic_energy,mean_potential_energy,mean_total_hamiltonian,mean_momentum_norm,mean_parameter_step_norm,mean_inverse_mass_mean,mean_inverse_mass_std,mean_effective_damping,mean_alignment_scale,mean_effective_lr_scale,mean_grad_momentum_cosine,mean_force_momentum_cosine,mean_grad_previous_grad_cosine,mean_update_previous_update_cosine,mean_rotation_score,mean_rotation_gate,mean_coherence_score,mean_magneto_activation,mean_stable_gate,mean_field_strength,mean_magneto_projection_strength,mean_magneto_friction_multiplier,mean_recovery_score,mean_direction_coherence,mean_rotation_score_structural,mean_trust_scale,mean_stress_gate,mean_relative_gradient_scale,mean_constraint_agreement,mean_recoverability_score,mean_support_balance,mean_consensus_strength,mean_component_conflict,mean_memory_alignment,mean_residual_alignment,mean_block_coherence,mean_block_trust_scale,mean_block_norm_ratio,mean_memory_ratio,mean_block_conflict,mean_observation_recoverability,mean_observation_disagreement,mean_view_support,selection_score,variant_name,reference_optimizer,variant_overrides
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_hamiltonian_adam,11,cpu,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.38, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.08, ""alignment_strength"": 0.14, ""betas"": [0.9, 0.999], ""coherence_strength"": 0.12, ""conflict_damping"": 0.2, ""conflict_gate_threshold"": 0.28, ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.06, ""field_clip"": 2.0, ""fixed_mass"": 1.0, ""friction"": 0.03, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.5, ""mass_change_cap"": 1.05, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.98, ""mass_warmup_steps"": 32, ""max_alignment_scale"": 1.12, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""max_projection"": 0.25, ""min_alignment_scale"": 0.88, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""projection_activation_threshold"": 0.18, ""projection_strength"": 0.12, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.22, ""stable_coherence_bonus"": 0.24, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.004699491895735264,0.004385562147945166,,0.004385562147945166,,504.0,,1344,1.0919436622770509,22.610547791565683,0.0002515203021392326,1.802669255832385,0.8226525657239303,0.21198722086495236,-0.0003139297477900982,1.6539577080402523,1.2306232946728068,4.227010726928711,4.57763671875e-05,0,,2,,-0.008088127686711405,-0.003994115754530734,17.496452574045662,0.3906458755517827,0.6941926285703847,1.0848385041221673,0.9646624045041764,0.01927775845183685,1.0,0.0,0.0006266131790585341,0.9971091830615917,0.9971091830615917,-0.1682769775419135,0.1682769775419135,0.9236588419627348,0.15454797615489543,0.2472479599710135,0.0460026342438928,0.3458289051005799,0.11886302071529047,0.8811369792847097,0.9867302099770247,0.004854191884985242,0.9977915896057596,,,0.2472479599710135,,,,,,,,,,,,,,,,,,,-0.05898274526179771,combined_full,magneto_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_hamiltonian_adam,29,cpu,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.38, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.08, ""alignment_strength"": 0.14, ""betas"": [0.9, 0.999], ""coherence_strength"": 0.12, ""conflict_damping"": 0.2, ""conflict_gate_threshold"": 0.28, ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.06, ""field_clip"": 2.0, ""fixed_mass"": 1.0, ""friction"": 0.03, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.5, ""mass_change_cap"": 1.05, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.98, ""mass_warmup_steps"": 32, ""max_alignment_scale"": 1.12, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""max_projection"": 0.25, ""min_alignment_scale"": 0.88, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""projection_activation_threshold"": 0.18, ""projection_strength"": 0.12, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.22, ""stable_coherence_bonus"": 0.24, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",4.821589755010791e-06,5.5092614275054075e-06,,5.5092614275054075e-06,,224.0,,1344,0.06554055020861221,6.401106948813082,3.448178529240376e-05,1.9671598016564407,1.4654651273759898,0.22231285278742702,6.876716724946164e-07,1.5128452909411862,1.125628936712192,4.20668888092041,4.57763671875e-05,0,,2,,-0.0016178886392290387,-0.0029111900629093736,1497.2033693949502,0.03187374848401277,0.08293721039703465,0.11481095888104743,0.20105265011957354,0.004006946327039777,1.0,0.0,0.0006859149057932923,0.9950369151327653,0.9950369151327653,-0.11198114974352205,0.11198114974352205,0.9255990760513076,0.08968828209973852,0.2648790334029176,0.04989138701989679,0.3508927704454254,0.14135521409085547,0.8586447859091445,1.0248981009128382,0.005793188885446084,0.9992519626428731,,,0.2648790334029176,,,,,,,,,,,,,,,,,,,-0.0032825367718581164,combined_full,magneto_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_hamiltonian_adam,47,cpu,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.38, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.08, ""alignment_strength"": 0.14, ""betas"": [0.9, 0.999], ""coherence_strength"": 0.12, ""conflict_damping"": 0.2, ""conflict_gate_threshold"": 0.28, ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.06, ""field_clip"": 2.0, ""fixed_mass"": 1.0, ""friction"": 0.03, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.5, ""mass_change_cap"": 1.05, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.98, ""mass_warmup_steps"": 32, ""max_alignment_scale"": 1.12, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""max_projection"": 0.25, ""min_alignment_scale"": 0.88, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""projection_activation_threshold"": 0.18, ""projection_strength"": 0.12, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.22, ""stable_coherence_bonus"": 0.24, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.0010253374930471182,0.001095609157346189,,0.001095609157346189,,448.0,,1344,0.27852957514966314,6.107529860194221,0.00013085653095240034,1.3685348749685327,0.7860153218558852,0.291283648042056,7.027166429907084e-05,1.5024142090696841,1.1178677150816103,4.22756290435791,4.57763671875e-05,0,,2,,-0.002157067758681868,-0.0031960500157065907,258.66336655155766,0.2142095951231841,0.4251584094746272,0.6393680045978113,0.727678934926309,0.014553063045954929,1.0,0.0,0.0006014219645885768,0.9974641167856513,0.9974641167856513,-0.17155933451479558,0.17155933451479558,0.9140073654814099,0.15436256366432527,0.2606302458307236,0.045198599609679875,0.32140121760142676,0.1053781158162654,0.8946218841837345,0.9136686948259503,0.004403057674262786,0.9979947872186071,,,0.2606302458307236,,,,,,,,,,,,,,,,,,,-0.015022087914829348,combined_full,magneto_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,real_hamiltonian_adam,11,cpu,"{""adaptive_mass_trust"": 0.08, ""betas"": [0.9, 0.999], ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.07, ""fixed_mass"": 1.0, ""friction"": 0.035, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.6, ""mass_change_cap"": 1.05, ""mass_mode"": ""adaptive"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.985, ""mass_warmup_steps"": 40, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""relative_energy_floor"": 0.1, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.5255669355392456,0.38040345907211304,,0.10653090476989746,,,,1232,5.119697494523673,170.84655323582587,0.00038976887779393294,0.7870128962612173,0.5414979948047293,0.13426047557084259,-0.14516347646713257,1.2984095830470324,0.9660785588147562,2.8191652297973633,3.814697265625e-05,0,,2,,-0.0076904406416274254,-0.002042445885241082,3.9232229918715893,1.0620563358031314,2.044887708076463,3.1069440438795946,1.813963493388958,0.036459327432670496,1.0000160158656182,0.0001286288888992635,0.0020987793817450412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3625157794960811,hamiltonian_real_baseline,real_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,real_hamiltonian_adam,29,cpu,"{""adaptive_mass_trust"": 0.08, ""betas"": [0.9, 0.999], ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.07, ""fixed_mass"": 1.0, ""friction"": 0.035, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.6, ""mass_change_cap"": 1.05, ""mass_mode"": ""adaptive"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.985, ""mass_warmup_steps"": 40, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""relative_energy_floor"": 0.1, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.014365516602993011,0.045505937188863754,,0.032216884195804596,,1176.0,,1176,0.25331088028866705,13.752090046553587,8.27495797678553e-05,0.4948764914867039,0.5426691655553543,0.43651795025330853,0.031140420585870743,1.293927791994065,0.962743892852727,2.8004770278930664,3.814697265625e-05,0,,2,,-0.0014982317961992897,-0.0018077026646137824,0.8907298008010675,0.22541696557841162,0.6622014128196974,0.8876183783981089,0.8353602959266779,0.016762947479856363,0.9999945649345007,5.0431654047522426e-05,0.0018347757513537224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04488242821023795,hamiltonian_real_baseline,real_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,real_hamiltonian_adam,47,cpu,"{""adaptive_mass_trust"": 0.08, ""betas"": [0.9, 0.999], ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.07, ""fixed_mass"": 1.0, ""friction"": 0.035, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.6, ""mass_change_cap"": 1.05, ""mass_mode"": ""adaptive"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.985, ""mass_warmup_steps"": 40, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""relative_energy_floor"": 0.1, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.10445858538150787,0.058364830911159515,,0.03787745535373688,,1288.0,,1288,0.43220918913185796,54.971323313856956,0.00010223503724688381,0.7250090065193746,0.4574137447519366,0.3824630092470311,-0.04609375447034836,1.293279750039801,0.9622617187796139,2.819549560546875,3.814697265625e-05,0,,2,,-0.0020246847759283677,-0.001916670114428477,3.917509367197987,0.36509610242631296,0.7511844690747932,1.1162805715011062,1.0986537739788318,0.02210482639723283,1.0000498372440536,0.00023698608137950888,0.0017653405662888249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05948791481032978,hamiltonian_real_baseline,real_hamiltonian_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_adam,11,cpu,"{""alignment_strength"": 0.15, ""coherence_strength"": 0.15, ""damping_strength"": 0.2, ""field_clip"": 2.0, ""global_mode"": true, ""layerwise_mode"": true, ""lr"": 0.001, ""max_scale"": 1.4, ""min_scale"": 0.6, ""rotation_penalty"": 0.25, ""weight_decay"": 0.0001}",0.055897269397974014,0.05588219687342644,,0.05588219687342644,,1064.0,,1344,5.213751815766506,93.55485287999204,3.642982993735412e-07,1.6810960381704032,1.4393108371030976,0.10713338321105623,-1.5072524547576904e-05,0.754996333969757,0.5617532246798786,2.164536476135254,3.0517578125e-05,0,,2,,,,,,,,,,,,,,1.149757470171171,0.9996890918177401,,0.9992526394946692,0.9992528374972335,0.0006526981098081976,,0.9994709646574866,,,1.9991600564752272,,,,,0.0006526981098081976,,,,,,,,,,,,,,,,,,,-0.31656978766175176,magneto_baseline,magneto_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_adam,29,cpu,"{""alignment_strength"": 0.15, ""coherence_strength"": 0.15, ""damping_strength"": 0.2, ""field_clip"": 2.0, ""global_mode"": true, ""layerwise_mode"": true, ""lr"": 0.001, ""max_scale"": 1.4, ""min_scale"": 0.6, ""rotation_penalty"": 0.25, ""weight_decay"": 0.0001}",0.12413876503705978,0.12398763000965118,,0.12398763000965118,,,,1344,0.08622806776608571,7.014455847999053,1.006237685748632e-07,1.6793550717900656,0.6814523907146537,0.29010434943832397,-0.00015113502740859985,0.7504770419327542,0.558390656199966,2.1681900024414062,3.0517578125e-05,0,,2,,,,,,,,,,,,,,1.1497605290809283,0.9997298567930583,,0.9992531099190232,0.9992520739447573,0.0006524628976312749,,0.9994909653689077,,,1.9992208221619656,,,,,0.0006524628976312749,,,,,,,,,,,,,,,,,,,-0.12829903339795548,magneto_baseline,magneto_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_adam,47,cpu,"{""alignment_strength"": 0.15, ""coherence_strength"": 0.15, ""damping_strength"": 0.2, ""field_clip"": 2.0, ""global_mode"": true, ""layerwise_mode"": true, ""lr"": 0.001, ""max_scale"": 1.4, ""min_scale"": 0.6, ""rotation_penalty"": 0.25, ""weight_decay"": 0.0001}",0.1926269680261612,0.19216085970401764,,0.19216085970401764,,,,1344,0.6145626482507344,0.8163172438223463,4.35526770498971e-08,0.4883727484109099,0.19115255407044293,0.4359030784677985,-0.0004661083221435547,0.7496554999379441,0.5577793898347798,2.1676063537597656,3.0517578125e-05,0,,2,,,,,,,,,,,,,,1.1497237628116368,0.9995706916153738,,0.9992515019422721,0.9992337220010745,0.0007462728383877589,,0.9994022068082243,,,1.9989728984235984,,,,,0.0007462728383877589,,,,,,,,,,,,,,,,,,,-0.22288899211655436,magneto_baseline,magneto_adam,{}
magneto_hamiltonian_ablation,rosenbrock_valley,stress,regression,magneto_hamiltonian_adam,11,cpu,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.38, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.08, ""alignment_strength"": 0.18, ""betas"": [0.9, 0.999], ""coherence_strength"": 0.12, ""conflict_damping"": 0.0, ""conflict_gate_threshold"": 0.28, ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.06, ""field_clip"": 2.0, ""fixed_mass"": 1.0, ""friction"": 0.03, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.5, ""mass_change_cap"": 1.05, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.98, ""mass_warmup_steps"": 32, ""max_alignment_scale"": 1.12, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""max_projection"": 0.0, ""min_alignment_scale"": 0.88, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""projection_activation_threshold"": 0.18, ""projection_strength"": 0.0, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.22, ""stable_coherence_bonus"": 0.24, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.9491885900497437,0.945387601852417,,0.0057814111933112144,,672.0,,1232,2.661118777215915,118.79588449721946,0.000325783639435024,1.1428944023396075,0.5834900970791693,0.18561473629852732,-0.00380098819732666,1.4779404170112684,1.0996580483714795,4.216440200805664,4.57763671875e-05,0,,2,,-0.007239422184370813,-0.0015903612185490616,6.242838102496359,0.8101460537615613,1.7269752879115654,2.537121341673126,1.5552257046895348,0.030933096566382153,1.0,0.0,0.0007690844735742074,0.9902573305538147,0.9902573305538147,-0.030914272835991876,0.030914272835991876,0.7914799419381515,-0.031823240271536504,0.36225854093568605,0.0950763359919861,0.21123482922481,0.1296721689149235,0.8703278310850765,0.6453941005757706,0.0,0.9967644349517273,,,0.36225854093568605,,,,,,,,,,,,,,,,,,,-0.13883735005410697,lr_scale_only_magneto,magneto_hamiltonian_adam,"{""alignment_strength"": 0.18, ""coherence_strength"": 0.12, ""conflict_damping"": 0.0, ""max_projection"": 0.0, ""projection_strength"": 0.0, ""rotation_penalty"": 0.22}"
